Longitude	Latitude	Feld	Datensatz	Produkt	Obj.-ID	Entfernung(m)	Kette(deg)	Dauer(s)	Elevation(m)	Zeit	FlÃ¤chenzÃ¤hler	Schw.breite(m)	Diff.-Status	Fruchtdurchs. (M)(tonne/h)	Feuchtigkeit(%)	Ertr.masse (Nass)(tonne/ha)	Ert.vol. (Nass)(L/ha)	Ertr.masse (Tr.)(tonne/ha)	Ertr.vol (Tr.)(L/ha)	Betriebszustand	Y-Offset(m)	Durchg.nr.	Tempo(km/h)	Prod.(ha/h)	Fruchtdurchs. (V)(mÂ³/s)	Datum
11.64713979	48.39466699	RK	18/07/26-17:15:02	WEIZEN	2024.0	1.944	21.0	1.0	482.13	26.07.2018	Ein	5.9	Ja	16.91	13.0	4.095	5302.6	4.095	5302.6	Eingang	0.00018999999999999998	29.0	6.997999999999999	4.129	0.0061	26.07.2018
11.64714853	48.39468207	RK	18/07/26-17:15:02	WEIZEN	2025.0	1.9169999999999998	21.5	1.0	482.29	26.07.2018	Ein	5.9	Ja	16.4	13.0	4.027	5214.8	4.027	5214.8	Eingang	-0.00016	29.0	6.901	4.072	0.0059	26.07.2018
11.647157400000001	48.39469703	RK	18/07/26-17:15:02	WEIZEN	2026.0	1.972	19.8	1.0	482.49	26.07.2018	Ein	5.9	Ja	16.43	13.1	3.9219999999999997	5078.7	3.9219999999999997	5078.7	Eingang	-0.00044	29.0	7.099	4.189	0.0059	26.07.2018
11.64716591	48.39471277	RK	18/07/26-17:15:02	WEIZEN	2027.0	1.972	20.5	1.0	482.67	26.07.2018	Ein	5.9	Ja	15.58	13.1	3.719	4815.6	3.719	4815.6	Eingang	0.00029	29.0	7.099	4.189	0.0056	26.07.2018
11.64717477	48.39472848	RK	18/07/26-17:15:02	WEIZEN	2028.0	1.972	19.9	1.0	482.84	26.07.2018	Ein	5.9	Ja	15.28	13.1	3.648	4723.5	3.648	4723.5	Eingang	-0.0887	29.0	7.099	4.189	0.0055	26.07.2018
11.64718274	48.39474307	RK	18/07/26-17:15:02	WEIZEN	2029.0	1.972	19.8	1.0	483.04	26.07.2018	Ein	5.9	Ja	15.54	13.1	3.7089999999999996	4802.4	3.7089999999999996	4802.4	Eingang	0.00063	29.0	7.099	4.189	0.0056	26.07.2018
11.64719089	48.39475811	RK	18/07/26-17:15:02	WEIZEN	2030.0	1.944	19.6	1.0	483.22	26.07.2018	Ein	5.9	Ja	16.3	13.1	3.948	5111.8	3.948	5111.8	Eingang	0.0984	29.0	6.997999999999999	4.129	0.0059	26.07.2018
11.64719932	48.39477381	RK	18/07/26-17:15:02	WEIZEN	2031.0	1.944	20.3	1.0	483.4	26.07.2018	Ein	5.9	Ja	15.3	12.9	3.7060000000000004	4798.7	3.7060000000000004	4798.7	Eingang	-0.0578	29.0	6.997999999999999	4.129	0.0055	26.07.2018
11.64720758	48.39478865	RK	18/07/26-17:15:02	WEIZEN	2032.0	1.944	18.9	1.0	483.58	26.07.2018	Ein	5.9	Ja	14.27	13.0	3.4560000000000004	4474.5	3.4560000000000004	4474.5	Eingang	-0.00011	29.0	6.997999999999999	4.129	0.0051	26.07.2018
11.64721544	48.39480395	RK	18/07/26-17:15:02	WEIZEN	2033.0	1.944	16.5	1.0	483.79	26.07.2018	Ein	5.9	Ja	13.66	13.1	3.3089999999999997	4284.3	3.3089999999999997	4284.3	Eingang	0.00013000000000000002	29.0	6.997999999999999	4.129	0.0049	26.07.2018
11.64722201	48.39481868	RK	18/07/26-17:15:02	WEIZEN	2034.0	1.944	17.8	1.0	484.0	26.07.2018	Ein	5.9	Ja	14.43	13.1	3.4939999999999998	4524.6	3.4939999999999998	4524.6	Eingang	0.0725	29.0	6.997999999999999	4.129	0.0052	26.07.2018
11.64722959	48.3948344	RK	18/07/26-17:15:02	WEIZEN	2035.0	1.944	18.2	1.0	484.21	26.07.2018	Ein	5.9	Ja	13.75	13.1	3.3289999999999997	4311.0	3.3289999999999997	4311.0	Eingang	0.0009400000000000001	29.0	6.997999999999999	4.129	0.0049	26.07.2018
11.64723707	48.39484948	RK	18/07/26-17:15:02	WEIZEN	2036.0	1.9169999999999998	18.4	1.0	484.42	26.07.2018	Ein	5.9	Ja	14.34	13.1	3.523	4561.2	3.523	4561.2	Eingang	0.00059	29.0	6.901	4.072	0.0052	26.07.2018
11.64724454	48.39486438	RK	18/07/26-17:15:02	WEIZEN	2037.0	1.944	18.9	1.0	484.61	26.07.2018	Ein	5.9	Ja	14.77	13.1	3.577	4631.4	3.577	4631.4	Eingang	0.0752	29.0	6.997999999999999	4.129	0.0053	26.07.2018
11.64725205	48.39487898	RK	18/07/26-17:15:02	WEIZEN	2038.0	1.972	22.7	1.0	484.83	26.07.2018	Ein	5.9	Ja	14.39	13.1	3.435	4447.2	3.435	4447.2	Eingang	0.00033	29.0	7.099	4.189	0.0052	26.07.2018
11.64726103	48.39489327	RK	18/07/26-17:15:02	WEIZEN	2039.0	1.944	23.9	1.0	485.05	26.07.2018	Ein	5.9	Ja	14.13	13.1	3.4219999999999997	4431.2	3.4219999999999997	4431.2	Eingang	-0.024	29.0	6.997999999999999	4.129	0.0051	26.07.2018
11.6472707	48.39490778	RK	18/07/26-17:15:02	WEIZEN	2040.0	1.944	20.9	1.0	485.3	26.07.2018	Ein	5.9	Ja	13.65	13.2	3.306	4281.1	3.306	4281.1	Eingang	-0.0125	29.0	6.997999999999999	4.129	0.0049	26.07.2018
11.64727928	48.39492266	RK	18/07/26-17:15:02	WEIZEN	2041.0	1.972	21.1	1.0	485.54	26.07.2018	Ein	5.9	Ja	14.03	13.2	3.3510000000000004	4338.7	3.3510000000000004	4338.7	Eingang	0.00033	29.0	7.099	4.189	0.005	26.07.2018
11.64728776	48.39493725	RK	18/07/26-17:15:02	WEIZEN	2042.0	1.944	22.3	1.0	485.77	26.07.2018	Ein	5.9	Ja	15.65	13.2	3.79	4908.0	3.79	4908.0	Eingang	0.00045999999999999996	29.0	6.997999999999999	4.129	0.0056	26.07.2018
11.64729708	48.39495231	RK	18/07/26-17:15:02	WEIZEN	2043.0	1.944	22.9	1.0	486.01	26.07.2018	Ein	5.9	Ja	15.55	13.0	3.765	4875.2	3.765	4875.2	Eingang	0.00055	29.0	6.997999999999999	4.129	0.0056	26.07.2018
11.64730608	48.39496646	RK	18/07/26-17:15:02	WEIZEN	2044.0	1.944	20.8	1.0	486.23	26.07.2018	Ein	5.9	Ja	16.53	13.0	4.002	5182.4	4.002	5182.4	Eingang	0.0006799999999999999	29.0	6.997999999999999	4.129	0.0059	26.07.2018
11.64731476	48.39498159	RK	18/07/26-17:15:02	WEIZEN	2045.0	1.944	19.5	1.0	486.47	26.07.2018	Ein	5.9	Ja	16.68	13.1	4.041	5232.0	4.041	5232.0	Eingang	0.0981	29.0	6.997999999999999	4.129	0.006	26.07.2018
11.64732283	48.3949967	RK	18/07/26-17:15:02	WEIZEN	2046.0	1.944	21.8	1.0	486.59	26.07.2018	Ein	5.9	Ja	17.88	13.1	4.329	5605.7	4.329	5605.7	Eingang	0.00025	29.0	6.997999999999999	4.129	0.0064	26.07.2018
11.647331800000002	48.39501158	RK	18/07/26-17:15:02	WEIZEN	2047.0	1.944	22.8	1.0	486.76	26.07.2018	Ein	5.9	Ja	17.83	13.1	4.319	5592.3	4.319	5592.3	Eingang	0.00055	29.0	6.997999999999999	4.129	0.0064	26.07.2018
11.64734104	48.39502615	RK	18/07/26-17:15:02	WEIZEN	2048.0	1.944	21.6	1.0	486.94	26.07.2018	Ein	5.9	Ja	17.37	13.1	4.206	5445.5	4.206	5445.5	Eingang	0.00025	29.0	6.997999999999999	4.129	0.0062	26.07.2018
11.64734971	48.39504065	RK	18/07/26-17:15:02	WEIZEN	2049.0	1.944	21.5	1.0	487.16	26.07.2018	Ein	5.9	Ja	17.1	13.2	4.141	5361.4	4.141	5361.4	Eingang	0.0006	29.0	6.997999999999999	4.129	0.0061	26.07.2018
11.64735828	48.39505508	RK	18/07/26-17:15:02	WEIZEN	2050.0	1.861	19.7	1.0	487.38	26.07.2018	Ein	5.9	Ja	16.98	13.1	4.296	5562.9	4.296	5562.9	Eingang	-0.0893	29.0	6.7	3.9530000000000003	0.0061	26.07.2018
11.64736537	48.39506826	RK	18/07/26-17:15:02	WEIZEN	2051.0	1.611	18.5	1.0	487.56	26.07.2018	Ein	5.9	Ja	16.88	12.9	4.933	6387.4	4.933	6387.4	Eingang	0.00042	29.0	5.8	3.4219999999999997	0.0061	26.07.2018
11.64737177	48.39508095	RK	18/07/26-17:15:02	WEIZEN	2052.0	1.639	21.3	1.0	487.74	26.07.2018	Ein	5.9	Ja	17.32	13.1	4.976	6443.0	4.976	6443.0	Eingang	0.00033	29.0	5.9	3.4810000000000003	0.0062	26.07.2018
11.64737885	48.39509305	RK	18/07/26-17:15:02	WEIZEN	2053.0	1.611	21.1	1.0	487.96	26.07.2018	Ein	5.9	Ja	17.49	13.1	5.112	6619.4	5.112	6619.4	Eingang	0.00088	29.0	5.8	3.4219999999999997	0.0063	26.07.2018
11.64738584	48.39510507	RK	18/07/26-17:15:02	WEIZEN	2054.0	1.639	19.0	1.0	488.18	26.07.2018	Ein	5.9	Ja	18.05	13.1	5.184	6712.2	5.184	6712.2	Eingang	-0.00011	29.0	5.9	3.4810000000000003	0.0065	26.07.2018
11.64739275	48.39511837	RK	18/07/26-17:15:02	WEIZEN	2055.0	1.611	17.4	1.0	488.39	26.07.2018	Ein	5.9	Ja	17.92	13.1	5.237	6780.5	5.237	6780.5	Eingang	0.0923	29.0	5.8	3.4219999999999997	0.0064	26.07.2018
11.64739866	48.39513094	RK	18/07/26-17:15:02	WEIZEN	2056.0	1.556	19.8	1.0	488.57	26.07.2018	Ein	5.9	Ja	18.73	13.1	5.666	7337.0	5.666	7337.0	Eingang	0.00063	29.0	5.602	3.305	0.0067	26.07.2018
11.64740509	48.39514278	RK	18/07/26-17:15:02	WEIZEN	2057.0	1.611	22.5	1.0	488.75	26.07.2018	Ein	5.9	Ja	18.76	12.9	5.481	7097.1	5.481	7097.1	Eingang	0.00033	29.0	5.8	3.4219999999999997	0.0067	26.07.2018
11.64741281	48.39515514	RK	18/07/26-17:15:02	WEIZEN	2058.0	1.778	19.7	1.0	488.95	26.07.2018	Ein	5.9	Ja	19.89	13.0	5.267	6820.0	5.267	6820.0	Eingang	0.0978	29.0	6.401	3.7760000000000002	0.0072	26.07.2018
11.64741991	48.39516831	RK	18/07/26-17:15:02	WEIZEN	2059.0	1.778	16.2	1.0	489.17	26.07.2018	Ein	5.9	Ja	20.64	13.1	5.466	7077.6	5.466	7077.6	Eingang	-0.00037999999999999997	29.0	6.401	3.7760000000000002	0.0074	26.07.2018
11.6474251	48.39518019	RK	18/07/26-17:15:02	WEIZEN	2060.0	1.556	16.7	1.0	489.39	26.07.2018	Ein	5.9	Ja	19.79	13.1	5.9879999999999995	7753.9	5.9879999999999995	7753.9	Eingang	0.00028	29.0	5.602	3.305	0.0071	26.07.2018
11.64743046	48.39519207	RK	18/07/26-17:15:02	WEIZEN	2061.0	1.639	17.6	1.0	489.63	26.07.2018	Ein	5.9	Ja	19.79	13.1	5.685	7361.2	5.685	7361.2	Eingang	0.0719	29.0	5.9	3.4810000000000003	0.0071	26.07.2018
11.64743657	48.39520488	RK	18/07/26-17:15:02	WEIZEN	2062.0	1.694	17.6	1.0	489.84	26.07.2018	Ein	5.9	Ja	19.71	13.1	5.477	7091.6	5.477	7091.6	Eingang	0.00042	29.0	6.098	3.5980000000000003	0.0071	26.07.2018
11.6474427	48.3952177	RK	18/07/26-17:15:02	WEIZEN	2063.0	1.694	18.7	1.0	490.06	26.07.2018	Ein	5.9	Ja	20.03	12.9	5.568	7209.5	5.568	7209.5	Eingang	0.0746	29.0	6.098	3.5980000000000003	0.0072	26.07.2018
11.64744945	48.39523098	RK	18/07/26-17:15:02	WEIZEN	2064.0	1.611	19.9	1.0	490.26	26.07.2018	Ein	5.9	Ja	20.03	12.9	5.855	7581.0	5.855	7581.0	Eingang	-0.0895	29.0	5.8	3.4219999999999997	0.0072	26.07.2018
11.64745627	48.39524352	RK	18/07/26-17:15:02	WEIZEN	2065.0	1.611	20.3	1.0	490.44	26.07.2018	Ein	5.9	Ja	19.25	13.0	5.626	7285.2	5.626	7285.2	Eingang	-0.0585	29.0	5.8	3.4219999999999997	0.0069	26.07.2018
11.64746311	48.39525583	RK	18/07/26-17:15:02	WEIZEN	2066.0	1.556	19.9	1.0	490.62	26.07.2018	Ein	5.9	Ja	20.98	13.1	6.349	8220.8	6.349	8220.8	Eingang	0.00029	29.0	5.602	3.305	0.0075	26.07.2018
11.64746985	48.39526818	RK	18/07/26-17:15:02	WEIZEN	2067.0	1.639	18.9	1.0	490.93	26.07.2018	Ein	5.9	Ja	21.03	13.1	6.04	7820.3	6.04	7820.3	Eingang	0.0659	29.0	5.9	3.4810000000000003	0.0076	26.07.2018
11.64747686	48.39528176	RK	18/07/26-17:15:02	WEIZEN	2068.0	1.694	19.8	1.0	491.19	26.07.2018	Ein	5.9	Ja	21.15	13.1	5.879	7612.3	5.879	7612.3	Eingang	0.00044	29.0	6.098	3.5980000000000003	0.0076	26.07.2018
11.64748381	48.3952946	RK	18/07/26-17:15:02	WEIZEN	2069.0	1.722	20.8	1.0	491.42	26.07.2018	Ein	5.9	Ja	21.79	13.1	5.957999999999999	7714.6	5.957999999999999	7714.6	Eingang	0.00014	29.0	6.199	3.658	0.0078	26.07.2018
11.64749147	48.39530797	RK	18/07/26-17:15:02	WEIZEN	2070.0	1.722	21.0	1.0	491.65	26.07.2018	Ein	5.9	Ja	21.71	13.1	5.935	7684.4	5.935	7684.4	Eingang	-0.0131	29.0	6.199	3.658	0.0078	26.07.2018
11.64749972	48.39532225	RK	18/07/26-17:15:02	WEIZEN	2071.0	1.75	20.3	1.0	491.82	26.07.2018	Ein	5.9	Ja	21.86	13.2	5.881	7615.1	5.881	7615.1	Eingang	0.00047999999999999996	29.0	6.3	3.717	0.0079	26.07.2018
11.64750727	48.39533579	RK	18/07/26-17:15:02	WEIZEN	2072.0	1.778	19.4	1.0	491.97	26.07.2018	Ein	5.9	Ja	21.48	13.2	5.687	7363.9	5.687	7363.9	Eingang	0.00042	29.0	6.401	3.7760000000000002	0.0077	26.07.2018
11.64751427	48.395348999999996	RK	18/07/26-17:15:02	WEIZEN	2073.0	1.5830000000000002	19.4	1.0	492.14	26.07.2018	Ein	5.9	Ja	20.7	13.3	6.156000000000001	7970.3	6.156000000000001	7970.3	Eingang	0.00026000000000000003	29.0	5.699	3.362	0.0074	26.07.2018
11.6475209	48.3953615	RK	18/07/26-17:15:02	WEIZEN	2074.0	1.611	20.0	1.0	492.31	26.07.2018	Ein	5.9	Ja	21.1	12.9	6.166	7984.2	6.166	7984.2	Eingang	0.0974	29.0	5.8	3.4219999999999997	0.0076	26.07.2018
11.64752794	48.39537437	RK	18/07/26-17:15:02	WEIZEN	2075.0	1.611	20.9	1.0	492.46	26.07.2018	Ein	5.9	Ja	21.2	13.1	6.194	8020.6	6.194	8020.6	Eingang	0.00033	29.0	5.8	3.4219999999999997	0.0076	26.07.2018
11.64753478	48.39538623	RK	18/07/26-17:15:02	WEIZEN	2076.0	1.5830000000000002	20.7	1.0	492.61	26.07.2018	Ein	5.9	Ja	21.07	13.1	6.266	8113.3	6.266	8113.3	Eingang	-0.00021	29.0	5.699	3.362	0.0076	26.07.2018
11.64754139	48.39539786	RK	18/07/26-17:15:02	WEIZEN	2077.0	1.472	21.2	1.0	492.75	26.07.2018	Ein	5.9	Ja	20.84	13.2	6.665	8630.6	6.665	8630.6	Eingang	0.00018999999999999998	29.0	5.2989999999999995	3.127	0.0075	26.07.2018
11.64754836	48.39540982	RK	18/07/26-17:15:02	WEIZEN	2078.0	1.472	22.3	1.0	492.88	26.07.2018	Ein	5.9	Ja	21.15	13.1	6.766	8760.4	6.766	8760.4	Eingang	-0.00043	29.0	5.2989999999999995	3.127	0.0076	26.07.2018
11.64755579	48.39542186	RK	18/07/26-17:15:02	WEIZEN	2079.0	1.611	22.1	1.0	493.02	26.07.2018	Ein	5.9	Ja	20.5	13.2	5.9910000000000005	7757.2	5.9910000000000005	7757.2	Eingang	0.00045999999999999996	29.0	5.8	3.4219999999999997	0.0074	26.07.2018
11.64756375	48.39543489	RK	18/07/26-17:15:02	WEIZEN	2080.0	1.611	21.7	1.0	493.18	26.07.2018	Ein	5.9	Ja	21.14	13.2	6.1770000000000005	7998.6	6.1770000000000005	7998.6	Eingang	0.0466	29.0	5.8	3.4219999999999997	0.0076	26.07.2018
11.64757126	48.39544746	RK	18/07/26-17:15:02	WEIZEN	2081.0	1.639	22.9	1.0	493.32	26.07.2018	Ein	5.9	Ja	20.95	13.3	6.018	7792.8	6.018	7792.8	Eingang	0.00021	29.0	5.9	3.4810000000000003	0.0075	26.07.2018
11.64757961	48.39546062	RK	18/07/26-17:15:02	WEIZEN	2082.0	1.556	22.5	1.0	493.32	26.07.2018	Ein	5.9	Ja	21.72	13.3	6.571000000000001	8508.2	6.571000000000001	8508.2	Eingang	0.00011999999999999999	29.0	5.602	3.305	0.0078	26.07.2018
11.64758743	48.39547315	RK	18/07/26-17:15:02	WEIZEN	2083.0	1.556	22.5	1.0	493.34	26.07.2018	Ein	5.9	Ja	21.51	13.0	6.507999999999999	8427.1	6.507999999999999	8427.1	Eingang	0.00055	29.0	5.602	3.305	0.0077	26.07.2018
11.64759572	48.39548644	RK	18/07/26-17:15:02	WEIZEN	2084.0	1.694	21.7	1.0	493.43	26.07.2018	Ein	5.9	Ja	21.24	13.1	5.903	7643.0	5.903	7643.0	Eingang	0.00039	29.0	6.098	3.5980000000000003	0.0076	26.07.2018
11.64760416	48.39550051	RK	18/07/26-17:15:02	WEIZEN	2085.0	1.778	19.8	1.0	493.56	26.07.2018	Ein	5.9	Ja	21.99	13.2	5.822	7538.9	5.822	7538.9	Eingang	-0.00044	29.0	6.401	3.7760000000000002	0.0079	26.07.2018
11.64761182	48.39551466	RK	18/07/26-17:15:02	WEIZEN	2086.0	1.806	19.7	1.0	493.72	26.07.2018	Ein	5.9	Ja	21.86	13.2	5.699	7379.0	5.699	7379.0	Eingang	-0.09	29.0	6.502000000000001	3.8360000000000003	0.0079	26.07.2018
11.64761941	48.39552873	RK	18/07/26-17:15:02	WEIZEN	2087.0	1.8330000000000002	18.8	1.0	493.87	26.07.2018	Ein	5.9	Ja	20.95	13.3	5.382000000000001	6968.1	5.382000000000001	6968.1	Eingang	0.0007700000000000001	29.0	6.599	3.8930000000000002	0.0075	26.07.2018
11.64762692	48.39554336	RK	18/07/26-17:15:02	WEIZEN	2088.0	1.806	19.1	1.0	494.0	26.07.2018	Ein	5.9	Ja	20.96	13.0	5.462999999999999	7073.7	5.462999999999999	7073.7	Eingang	0.00042	29.0	6.502000000000001	3.8360000000000003	0.0075	26.07.2018
11.64763462	48.39555812	RK	18/07/26-17:15:02	WEIZEN	2089.0	1.806	19.3	1.0	494.12	26.07.2018	Ein	5.9	Ja	20.98	13.1	5.47	7082.8	5.47	7082.8	Eingang	-0.0901	29.0	6.502000000000001	3.8360000000000003	0.0075	26.07.2018
11.64764208	48.39557224	RK	18/07/26-17:15:02	WEIZEN	2090.0	1.6669999999999998	19.0	1.0	494.25	26.07.2018	Ein	5.9	Ja	20.92	13.2	5.91	7652.1	5.91	7652.1	Eingang	0.00061	29.0	6.001	3.5410000000000004	0.0075	26.07.2018
11.64764964	48.39558683	RK	18/07/26-17:15:02	WEIZEN	2091.0	1.6669999999999998	18.7	1.0	494.39	26.07.2018	Ein	5.9	Ja	21.46	13.3	6.061	7848.4	6.061	7848.4	Eingang	0.00059	29.0	6.001	3.5410000000000004	0.0077	26.07.2018
11.64766301	48.39561304	RK	18/07/26-17:15:02	WEIZEN	2092.0	1.722	19.9	1.0	494.61	26.07.2018	Ein	5.9	Ja	20.99	13.3	5.74	7432.3	5.74	7432.3	Eingang	0.00063	29.0	6.199	3.658	0.0076	26.07.2018
11.64767004	48.39562595	RK	18/07/26-17:15:02	WEIZEN	2093.0	1.694	20.8	1.0	494.74	26.07.2018	Ein	5.9	Ja	20.34	13.1	5.654	7321.3	5.654	7321.3	Eingang	0.00033	29.0	6.098	3.5980000000000003	0.0073	26.07.2018
11.64767794	48.39563978	RK	18/07/26-17:15:02	WEIZEN	2094.0	1.722	19.3	1.0	494.85	26.07.2018	Ein	5.9	Ja	20.34	13.1	5.562	7202.3	5.562	7202.3	Eingang	0.0739	29.0	6.199	3.658	0.0073	26.07.2018
11.64768522	48.39565357	RK	18/07/26-17:15:02	WEIZEN	2095.0	1.722	20.0	1.0	494.98	26.07.2018	Ein	5.9	Ja	20.97	13.2	5.733	7422.8	5.733	7422.8	Eingang	0.00044	29.0	6.199	3.658	0.0075	26.07.2018
11.64769277	48.39566737	RK	18/07/26-17:15:02	WEIZEN	2096.0	1.722	20.7	1.0	495.11	26.07.2018	Ein	5.9	Ja	21.04	13.3	5.752000000000001	7447.3	5.752000000000001	7447.3	Eingang	-0.00021	29.0	6.199	3.658	0.0076	26.07.2018
11.64770076	48.39568143	RK	18/07/26-17:15:02	WEIZEN	2097.0	1.75	20.7	1.0	495.25	26.07.2018	Ein	5.9	Ja	21.04	13.3	5.66	7328.2	5.66	7328.2	Eingang	-0.00021	29.0	6.3	3.717	0.0076	26.07.2018
11.64770876	48.39569553	RK	18/07/26-17:15:02	WEIZEN	2098.0	1.75	21.8	1.0	495.38	26.07.2018	Ein	5.9	Ja	20.7	13.3	5.568	7209.7	5.568	7209.7	Eingang	0.00025	29.0	6.3	3.717	0.0074	26.07.2018
11.64771707	48.39570933	RK	18/07/26-17:15:02	WEIZEN	2099.0	1.75	19.0	1.0	495.51	26.07.2018	Ein	5.9	Ja	21.45	13.1	5.771	7472.5	5.771	7472.5	Eingang	0.00026000000000000003	29.0	6.3	3.717	0.0077	26.07.2018
11.64772406	48.39572283	RK	18/07/26-17:15:02	WEIZEN	2100.0	1.639	19.1	1.0	495.63	26.07.2018	Ein	5.9	Ja	20.63	13.2	5.925	7672.1	5.925	7672.1	Eingang	0.00061	29.0	5.9	3.4810000000000003	0.0074	26.07.2018
11.64773075	48.39573568	RK	18/07/26-17:15:02	WEIZEN	2101.0	1.639	21.8	1.0	495.73	26.07.2018	Ein	5.9	Ja	20.82	13.3	5.982	7745.4	5.982	7745.4	Eingang	0.00039	29.0	5.9	3.4810000000000003	0.0075	26.07.2018
11.64773876	48.39574902	RK	18/07/26-17:15:02	WEIZEN	2102.0	1.611	21.7	1.0	495.84	26.07.2018	Ein	5.9	Ja	20.7	13.3	6.0489999999999995	7831.8	6.0489999999999995	7831.8	Eingang	0.00039	29.0	5.8	3.4219999999999997	0.0074	26.07.2018
11.64774684	48.39576252	RK	18/07/26-17:15:02	WEIZEN	2103.0	1.722	20.9	1.0	495.96	26.07.2018	Ein	5.9	Ja	20.82	13.3	5.694	7372.1	5.694	7372.1	Eingang	0.00013000000000000002	29.0	6.199	3.658	0.0075	26.07.2018
11.64775471	48.39577624	RK	18/07/26-17:15:02	WEIZEN	2104.0	1.6669999999999998	20.4	1.0	496.07	26.07.2018	Ein	5.9	Ja	21.11	13.1	5.962000000000001	7720.1	5.962000000000001	7720.1	Eingang	0.00047999999999999996	29.0	6.001	3.5410000000000004	0.0076	26.07.2018
11.64776211	48.39578942	RK	18/07/26-17:15:02	WEIZEN	2105.0	1.611	23.9	1.0	496.17	26.07.2018	Ein	5.9	Ja	20.86	13.1	6.095	7891.8	6.095	7891.8	Eingang	0.0896	29.0	5.8	3.4219999999999997	0.0075	26.07.2018
11.64777043	48.39580191	RK	18/07/26-17:15:02	WEIZEN	2106.0	1.639	24.5	1.0	496.28	26.07.2018	Ein	5.9	Ja	20.97	13.2	6.023	7798.6	6.023	7798.6	Eingang	0.00033	29.0	5.9	3.4810000000000003	0.0075	26.07.2018
11.64777907	48.39581451	RK	18/07/26-17:15:02	WEIZEN	2107.0	1.611	21.6	1.0	496.42	26.07.2018	Ein	5.9	Ja	20.41	13.2	5.966	7725.0	5.966	7725.0	Eingang	0.00039	29.0	5.8	3.4219999999999997	0.0073	26.07.2018
11.64778667	48.39582726	RK	18/07/26-17:15:02	WEIZEN	2108.0	1.639	21.7	1.0	496.54	26.07.2018	Ein	5.9	Ja	19.68	13.0	5.653	7319.2	5.653	7319.2	Eingang	0.00059	29.0	5.9	3.4810000000000003	0.0071	26.07.2018
11.64779433	48.39584004	RK	18/07/26-17:15:02	WEIZEN	2109.0	1.639	20.8	1.0	496.77	26.07.2018	Ein	5.9	Ja	19.45	13.1	5.587000000000001	7234.6	5.587000000000001	7234.6	Eingang	0.00033	29.0	5.9	3.4810000000000003	0.007	26.07.2018
11.64780158	48.39585269	RK	18/07/26-17:15:02	WEIZEN	2110.0	1.75	22.5	1.0	496.95	26.07.2018	Ein	5.9	Ja	18.97	13.2	5.103	6607.7	5.103	6607.7	Eingang	0.00067	29.0	6.3	3.717	0.0068	26.07.2018
11.64780997	48.39586616	RK	18/07/26-17:15:02	WEIZEN	2111.0	1.722	20.2	1.0	497.1	26.07.2018	Ein	5.9	Ja	18.95	13.3	5.182	6710.1	5.182	6710.1	Eingang	-0.0595	29.0	6.199	3.658	0.0068	26.07.2018
11.64781784	48.39588037	RK	18/07/26-17:15:02	WEIZEN	2112.0	1.75	19.8	1.0	497.24	26.07.2018	Ein	5.9	Ja	19.55	13.3	5.2589999999999995	6810.0	5.2589999999999995	6810.0	Eingang	0.00029	29.0	6.3	3.717	0.007	26.07.2018
11.6478248	48.39589324	RK	18/07/26-17:15:02	WEIZEN	2113.0	1.611	21.0	1.0	497.37	26.07.2018	Ein	5.9	Ja	19.32	13.1	5.647	7312.0	5.647	7312.0	Eingang	0.00033	29.0	5.8	3.4219999999999997	0.0069	26.07.2018
11.64783253	48.39590659	RK	18/07/26-17:15:02	WEIZEN	2114.0	1.722	20.4	1.0	497.52	26.07.2018	Ein	5.9	Ja	18.95	13.0	5.182	6710.0	5.182	6710.0	Eingang	0.00047999999999999996	29.0	6.199	3.658	0.0068	26.07.2018
11.6478407	48.39592115	RK	18/07/26-17:15:02	WEIZEN	2115.0	1.889	19.7	1.0	497.68	26.07.2018	Ein	5.9	Ja	19.11	13.1	4.763	6167.2	4.763	6167.2	Eingang	0.0965	29.0	6.8	4.012	0.0069	26.07.2018
11.6478489	48.39593639	RK	18/07/26-17:15:02	WEIZEN	2116.0	1.889	18.5	1.0	497.83	26.07.2018	Ein	5.9	Ja	18.76	13.2	4.675	6052.8	4.675	6052.8	Eingang	0.0648	29.0	6.8	4.012	0.0067	26.07.2018
11.64785674	48.39595199	RK	18/07/26-17:15:02	WEIZEN	2117.0	1.8330000000000002	18.3	1.0	497.95	26.07.2018	Ein	5.9	Ja	18.97	13.2	4.872	6308.5	4.872	6308.5	Eingang	0.00059	29.0	6.599	3.8930000000000002	0.0068	26.07.2018
11.64786379	48.39596612	RK	18/07/26-17:15:02	WEIZEN	2118.0	1.694	18.2	1.0	498.05	26.07.2018	Ein	5.9	Ja	17.82	13.2	4.953	6412.9	4.953	6412.9	Eingang	-0.00011	29.0	6.098	3.5980000000000003	0.0064	26.07.2018
11.64787054	48.39597977	RK	18/07/26-17:15:02	WEIZEN	2119.0	1.75	18.7	1.0	498.17	26.07.2018	Ein	5.9	Ja	18.81	13.1	5.061	6553.3	5.061	6553.3	Eingang	-0.00011	29.0	6.3	3.717	0.0068	26.07.2018
11.64787795	48.39599429	RK	18/07/26-17:15:02	WEIZEN	2120.0	1.8330000000000002	19.8	1.0	498.32	26.07.2018	Ein	5.9	Ja	18.47	13.1	4.745	6143.3	4.745	6143.3	Eingang	-0.00025	29.0	6.599	3.8930000000000002	0.0066	26.07.2018
