Longitude	Latitude	Feld	Datensatz	Produkt	Obj.-ID	Entfernung(m)	Kette(deg)	Dauer(s)	Elevation(m)	Zeit	Flächenzähler	Schw.breite(m)	Diff.-Status	Fruchtdurchs. (M)(tonne/h)	Feuchtigkeit(%)	Ertr.masse (Nass)(tonne/ha)	Ert.vol. (Nass)(L/ha)	Ertr.masse (Tr.)(tonne/ha)	Ertr.vol (Tr.)(L/ha)	Betriebszustand	Y-Offset(m)	Kraftstoffverbrauch(L)	Kraftst.eff. (A)(ha/L)	Mot.-Leist.(W)	Mtr.belast.(%)	Durchg.nr.	Tempo(km/h)	Prod.(ha/h)	Kraftst.verbr. (F)(L/ha)	Kraftst.verbr. (Z)(L/h)	Kraftst.verbr. (M)(L/tonne)	Kraftst.verbr. (V)(L/L)	Fruchtdurchs. (V)(m³/s)	Kraftstoffeff.(km/L)	Datum
11.71343381	48.43524662	FELDHOF	18/07/28-16:01:41	WEIZEN	1	0.389	3.7	1	500.12	2018-07-28	Ein	5.8	Nein	0.29	13.5	0.357	462.56	0.357	462.56	Eingang	0	0.007	0.032	0	41	48	1.4	0.812	31.03	25.2	86.85	0.067	0.0001	0.056	2018-07-28
11.71343851	48.43527042	FELDHOF	18/07/28-16:01:41	WEIZEN	2	0.692	17.7	1	500.35	2018-07-28	Ein	5.8	Nein	0.677	13.5	0.469	606.72	0.469	606.72	Eingang	0.00016	0.008	0.05	0	45	48	2.491	1.445	19.93	28.8	42.54	0.033	0.00024	0.087	2018-07-28
11.71344138	48.43527719	FELDHOF	18/07/28-16:01:41	WEIZEN	3	0.692	14.9	1	500.4	2018-07-28	Ein	5.8	Nein	1.386	13.5	0.959	1242.3	0.959	1242.3	Eingang	-0.00023	0.007	0.057	0	44	48	2.491	1.445	17.44	25.2	18.18	0.014	0.0005	0.099	2018-07-28
11.71344261	48.43528454	FELDHOF	18/07/28-16:01:41	WEIZEN	4	0.671	3.2	1	500.43	2018-07-28	Ein	5.8	Nein	1.548	13.5	1.105	1430.2	1.105	1430.2	Eingang	-0.00006616	0.007	0.056	0	46	48	2.416	1.401	17.99	25.2	16.28	0.013	0.00056	0.096	2018-07-28
11.71344468	48.4352906	FELDHOF	18/07/28-16:01:41	WEIZEN	5	0.664	16.3	1	500.46	2018-07-28	Ein	5.8	Nein	1.773	13.5	1.279	1656	1.279	1656	Eingang	-0.00011	0.007	0.055	0	43	48	2.39	1.386	18.18	25.2	14.21	0.011	0.00064	0.095	2018-07-28
11.71344696	48.43529783	FELDHOF	18/07/28-16:01:41	WEIZEN	6	0.782	10.3	1	500.49	2018-07-28	Ein	5.8	Nein	2.837	13.5	1.738	2249.8	1.738	2249.8	Eingang	-0.00011	0.007	0.065	0	43	48	2.815	1.633	15.43	25.2	8.882	0.0069	0.001	0.112	2018-07-28
11.71344931	48.4353053	FELDHOF	18/07/28-16:01:41	WEIZEN	7	0.773	12.3	1	500.53	2018-07-28	Ein	5.8	Nein	5.771	13.5	3.576	4629.7	3.576	4629.7	Eingang	0.00062	0.006	0.075	0	45	48	2.783	1.614	13.38	21.6	3.743	0.0029	0.0021	0.129	2018-07-28
11.71345249	48.43531248	FELDHOF	18/07/28-16:01:41	WEIZEN	8	0.753	17.6	1	500.57	2018-07-28	Ein	5.8	Nein	11.25	13.5	7.156	9266.3	7.156	9266.3	Eingang	0.00069	0.007	0.062	0	49	48	2.711	1.572	16.03	25.2	2.24	0.0017	0.004	0.108	2018-07-28
11.71345652	48.43532083	FELDHOF	18/07/28-16:01:41	WEIZEN	9	0.803	17.7	1	500.56	2018-07-28	Ein	5.8	Nein	15.11	2.8	9.013	11670	9.013	11670	Eingang	-0.00019	0.008	0.058	0	49	48	2.891	1.677	17.18	28.8	1.906	0.0015	0.0054	0.1	2018-07-28
11.71346119	48.43532996	FELDHOF	18/07/28-16:01:41	WEIZEN	10	1.19	19	1	500.56	2018-07-28	Ein	5.8	Nein	17.85	7	7.184	9301.6	7.184	9301.6	Eingang	-0.00001411	0.008	0.086	0	54	48	4.284	2.485	11.59	28.8	1.613	0.0012	0.0064	0.149	2018-07-28
11.71346472	48.43533843	FELDHOF	18/07/28-16:01:41	WEIZEN	11	1.114	14.5	1	500.59	2018-07-28	Ein	5.8	Nein	18.45	12.7	7.934	10273	7.934	10273	Eingang	-0.00001597	0.009	0.072	0	49	48	4.01	2.326	13.93	32.4	1.756	0.0014	0.0066	0.124	2018-07-28
11.71346832	48.43534675	FELDHOF	18/07/28-16:01:41	WEIZEN	12	1	16.4	1	500.63	2018-07-28	Ein	5.8	Nein	21.31	16.3	10.2	13213	9.874	12785	Eingang	0.0004	0.008	0.072	0	49	48	3.6	2.088	13.79	28.8	1.352	0.001	0.0077	0.125	2018-07-28
11.71347521	48.43535718	FELDHOF	18/07/28-16:01:41	WEIZEN	13	1.361	25	1	500.69	2018-07-28	Ein	5.8	Nein	23.05	16.8	8.111	10502	7.801	10101	Eingang	0.00045	0.008	0.099	0	54	48	4.9	2.842	10.13	28.8	1.249	0.00096	0.0083	0.17	2018-07-28
11.71348402	48.4353709	FELDHOF	18/07/28-16:01:41	WEIZEN	14	1.626	22.8	1	500.76	2018-07-28	Ein	5.8	Nein	26.15	17	7.703	9974.5	7.392	9570.9	Eingang	0.00023	0.009	0.105	0	56	48	5.854	3.395	9.543	32.4	1.239	0.00096	0.0094	0.181	2018-07-28
11.7134925	48.43538523	FELDHOF	18/07/28-16:01:41	WEIZEN	15	1.683	21.2	1	500.78	2018-07-28	Ein	5.8	Nein	24.68	16.8	7.024	9095.3	6.756	8748.3	Eingang	-0.00019	0.01	0.098	0	62	48	6.059	3.514	10.24	36	1.458	0.0011	0.0089	0.168	2018-07-28
11.71350063	48.43539913	FELDHOF	18/07/28-16:01:41	WEIZEN	16	1.701	21.2	1	500.79	2018-07-28	Ein	5.8	Nein	27.97	17	7.876	10199	7.558	9785.9	Eingang	-0.00019	0.01	0.099	0	57	48	6.124	3.552	10.14	36	1.287	0.00099	0.01	0.17	2018-07-28
11.71350881	48.43541286	FELDHOF	18/07/28-16:01:41	WEIZEN	17	1.653	21.6	1	500.82	2018-07-28	Ein	5.8	Nein	26.09	16.7	7.559	9786.9	7.279	9424.9	Eingang	-0.00013	0.01	0.096	0	57	48	5.951	3.451	10.43	36	1.38	0.0011	0.0094	0.165	2018-07-28
11.71351691	48.43542667	FELDHOF	18/07/28-16:01:41	WEIZEN	18	1.667	21.3	1	500.84	2018-07-28	Ein	5.8	Nein	31.88	16.7	9.159	11859	8.82	11420	Eingang	0.00035	0.01	0.097	0	59	48	6.001	3.481	10.34	36	1.129	0.00087	0.011	0.167	2018-07-28
