Longitude	Latitude	Feld	Datensatz	Produkt	Obj.-ID	Entfernung(m)	Kette(deg)	Dauer(s)	Elevation(m)	Zeit	Flächenzähler	Schw.breite(m)	Diff.-Status	Fruchtdurchs. (M)(tonne/h)	Feuchtigkeit(%)	Ertr.masse (Nass)(tonne/ha)	Ert.vol. (Nass)(L/ha)	Ertr.masse (Tr.)(tonne/ha)	Ertr.vol (Tr.)(L/ha)	Betriebszustand	Y-Offset(m)	Kraftstoffverbrauch(L)	Kraftst.eff. (A)(ha/L)	Mot.-Leist.(W)	Mtr.belast.(%)	Durchg.nr.	Tempo(km/h)	Prod.(ha/h)	Kraftst.verbr. (F)(L/ha)	Kraftst.verbr. (Z)(L/h)	Kraftst.verbr. (M)(L/tonne)	Kraftst.verbr. (V)(L/L)	Fruchtdurchs. (V)(m³/s)	Kraftstoffeff.(km/L)	Datum
11,74165872	48,43454742	>5	18/07/28-12:00:55	WEIZEN	1	0,556	16,30	1,000	473,38	28.07.2018	Ein	5,800	Nein	2,418	13,50	2,083	2696,9	2,083	2696,9	Eingang	0,00	0,0080	0,040	0,00	50,00	3	2,002	1,161	24,81	28,80	11,91	0,0092	0,00087	0,070	28.07.2018
11,74166219	48,43455372	>5	18/07/28-12:00:55	WEIZEN	2	0,689	21,40	1,000	473,41	28.07.2018	Ein	5,800	Nein	4,320	13,50	3,003	3888,3	3,003	3888,3	Eingang	-0,00024	0,0070	0,057	0,00	45,00	3	2,480	1,439	17,52	25,20	5,833	0,0045	0,0016	0,098	28.07.2018
11,74166633	48,43456004	>5	18/07/28-12:00:55	WEIZEN	3	0,726	24,20	1,000	473,42	28.07.2018	Ein	5,800	Nein	7,996	13,50	5,275	6829,5	5,275	6829,5	Eingang	-4,211e-05	0,0070	0,060	0,00	44,00	3	2,614	1,516	16,62	25,20	3,152	0,0024	0,0029	0,104	28.07.2018
11,74167034	48,43456603	>5	18/07/28-12:00:55	WEIZEN	4	0,638	23,80	1,000	473,41	28.07.2018	Ein	5,800	Nein	12,57	13,50	9,439	12221	9,439	12221	Eingang	6,919e-05	0,0070	0,053	0,00	40,00	3	2,297	1,332	18,92	25,20	2,004	0,0015	0,0045	0,091	28.07.2018
11,74167364	48,43457248	>5	18/07/28-12:00:55	WEIZEN	5	0,679	16,70	1,100	473,39	28.07.2018	Ein	5,800	Nein	14,69	8,100	11,40	14759	11,40	14759	Eingang	-0,00020	0,0070	0,056	0,00	45,00	3	2,222	1,289	17,77	22,91	1,559	0,0012	0,0053	0,097	28.07.2018
11,74167896	48,43457907	>5	18/07/28-12:00:55	WEIZEN	6	0,834	31,50	0,900	473,41	28.07.2018	Ein	5,800	Nein	17,51	13,70	9,051	11719	9,030	11692	Eingang	0,00047	0,0080	0,060	0,00	51,00	3	3,336	1,935	16,54	32,00	1,827	0,0014	0,0063	0,104	28.07.2018
11,74168698	48,43458725	>5	18/07/28-12:00:55	WEIZEN	7	1,171	33,40	1,000	473,46	28.07.2018	Ein	5,800	Nein	15,06	16,80	6,160	7976,5	5,925	7672,2	Eingang	6,246e-05	0,010	0,068	0,00	59,00	3	4,216	2,445	14,72	36,00	2,390	0,0018	0,0054	0,117	28.07.2018
11,74169571	48,43459744	>5	18/07/28-12:00:55	WEIZEN	8	1,401	28,90	1,000	473,49	28.07.2018	Ein	5,800	Nein	11,55	17,40	3,948	5112,3	3,770	4881,8	Eingang	-4,258e-05	0,010	0,081	0,00	55,00	3	5,044	2,925	12,31	36,00	3,117	0,0024	0,0042	0,140	28.07.2018
11,74170688	48,43460841	>5	18/07/28-12:00:55	WEIZEN	9	1,560	34,80	1,000	473,45	28.07.2018	Ein	5,800	Nein	8,813	17,60	2,706	3503,4	2,577	3337,3	Eingang	-0,00022	0,0090	0,101	0,00	51,00	3	5,616	3,257	9,947	32,40	3,676	0,0028	0,0032	0,173	28.07.2018
11,74171814	48,43461928	>5	18/07/28-12:00:55	WEIZEN	10	1,421	34,50	1,000	473,43	28.07.2018	Ein	5,800	Nein	11,68	17,70	3,936	5096,9	3,745	4849,4	Eingang	-0,00022	0,0090	0,092	0,00	54,00	3	5,116	2,967	10,92	32,40	2,774	0,0021	0,0042	0,158	28.07.2018
11,74172823	48,43462992	>5	18/07/28-12:00:55	WEIZEN	11	1,385	31,80	1,000	473,49	28.07.2018	Ein	5,800	Nein	24,35	17,40	8,421	10903	8,041	10412	Eingang	-0,00018	0,0090	0,089	0,00	54,00	3	4,986	2,892	11,20	32,40	1,330	0,0010	0,0088	0,154	28.07.2018
11,74173713	48,43464097	>5	18/07/28-12:00:55	WEIZEN	12	1,362	27,50	1,000	473,56	28.07.2018	Ein	5,800	Nein	26,22	17,60	9,220	11938	8,783	11373	Eingang	-0,00031	0,0080	0,099	0,00	50,00	3	4,903	2,844	10,13	28,80	1,098	0,00085	0,0094	0,170	28.07.2018
11,74174490	48,43465192	>5	18/07/28-12:00:55	WEIZEN	13	1,328	24,80	1,000	473,62	28.07.2018	Ein	5,800	Nein	23,74	17,50	8,561	11085	8,165	10573	Eingang	-0,00036	0,0090	0,086	0,00	56,00	3	4,781	2,773	11,68	32,40	1,365	0,0011	0,0085	0,148	28.07.2018
11,74175275	48,43466274	>5	18/07/28-12:00:55	WEIZEN	14	1,392	25,90	1,000	473,65	28.07.2018	Ein	5,800	Nein	22,05	17,30	7,587	9824,2	7,254	9392,7	Eingang	-0,00017	0,010	0,081	0,00	59,00	3	5,011	2,906	12,39	36,00	1,632	0,0013	0,0079	0,139	28.07.2018
11,74176060	48,43467337	>5	18/07/28-12:00:55	WEIZEN	15	1,340	26,10	1,000	473,68	28.07.2018	Ein	5,800	Nein	23,23	17,20	8,302	10750	7,947	10290	Eingang	0,00017	0,010	0,078	0,00	54,00	3	4,824	2,798	12,87	36,00	1,550	0,0012	0,0084	0,134	28.07.2018
11,74176851	48,43468362	>5	18/07/28-12:00:55	WEIZEN	16	1,295	27,30	1,000	473,72	28.07.2018	Ein	5,800	Nein	16,91	17,10	6,254	8097,5	5,994	7760,5	Eingang	-0,00024	0,0090	0,083	0,00	55,00	3	4,662	2,704	11,98	32,40	1,916	0,0015	0,0061	0,144	28.07.2018
11,74177659	48,43469325	>5	18/07/28-12:00:55	WEIZEN	17	1,345	29,50	1,000	473,75	28.07.2018	Ein	5,800	Nein	17,29	17,10	6,155	7970,1	5,899	7638,4	Eingang	-0,00042	0,010	0,078	0,00	59,00	3	4,842	2,808	12,82	36,00	2,083	0,0016	0,0062	0,135	28.07.2018
11,74178398	48,43470295	>5	18/07/28-12:00:55	WEIZEN	18	1,298	26,30	1,000	473,77	28.07.2018	Ein	5,800	Nein	12,19	17,20	4,500	5826,1	4,307	5576,8	Eingang	-6,206e-06	0,010	0,075	0,00	59,00	3	4,673	2,710	13,28	36,00	2,952	0,0023	0,0044	0,130	28.07.2018
11,74178584	48,43470572	>5	18/07/28-12:00:55	WEIZEN	19	0,471	20,00	1,000	473,78	28.07.2018	Ein	5,800	Nein	9,039	17,50	9,191	11901	8,766	11350	Eingang	-3,201e-05	0,0090	0,030	0,00	50,00	3	1,696	0,983	32,95	32,40	3,584	0,0028	0,0033	0,052	28.07.2018
11,74178045	48,43470501	>5	18/07/28-12:00:55	WEIZEN	20	0,447	206,30	1,000	473,76	28.07.2018	Ein	5,800	Nein	7,763	17,40	8,317	10769	7,942	10283	Eingang	-0,00025	0,0080	0,032	0,00	55,00	4	1,609	0,933	30,86	28,80	3,710	0,0029	0,0028	0,056	28.07.2018
11,74177451	48,43469729	>5	18/07/28-12:00:55	WEIZEN	21	0,965	207,20	1,000	473,74	28.07.2018	Ein	5,800	Nein	8,151	17,20	4,045	5237,8	3,872	5013,7	Eingang	1,294e-05	0,0090	0,062	0,00	52,00	4	3,474	2,015	16,08	32,40	3,975	0,0031	0,0029	0,107	28.07.2018
11,74177112	48,43469330	>5	18/07/28-12:00:55	WEIZEN	22	0,921	210,90	1,000	473,71	28.07.2018	Ein	5,800	Nein	10,51	17,50	5,465	7075,8	5,212	6748,6	Eingang	-0,00039	0,0080	0,067	0,00	45,00	4	3,316	1,923	14,98	28,80	2,741	0,0021	0,0038	0,115	28.07.2018
11,74177559	48,43469328	>5	18/07/28-12:00:55	WEIZEN	23	0,776	28,40	1,000	473,70	28.07.2018	Ein	5,800	Nein	14,47	17,60	8,930	11563	8,507	11015	Eingang	-0,00031	0,0060	0,075	0,00	46,00	5	2,794	1,620	13,33	21,60	1,493	0,0012	0,0052	0,129	28.07.2018
11,74178249	48,43470170	>5	18/07/28-12:00:55	WEIZEN	24	0,947	28,60	1,000	473,73	28.07.2018	Ein	5,800	Nein	17,20	17,30	8,697	11261	8,315	10767	Eingang	0,00034	0,0080	0,069	0,00	50,00	5	3,409	1,977	14,57	28,80	1,675	0,0013	0,0062	0,118	28.07.2018
11,74178977	48,43471108	>5	18/07/28-12:00:55	WEIZEN	25	1,246	26,90	1,000	473,76	28.07.2018	Ein	5,800	Nein	19,28	17,20	7,411	9595,3	7,094	9184,8	Eingang	-0,00049	0,0080	0,090	0,00	44,00	5	4,486	2,602	11,07	28,80	1,494	0,0012	0,0069	0,156	28.07.2018
11,74179604	48,43471994	>5	18/07/28-12:00:55	WEIZEN	26	1,137	24,70	1,000	473,79	28.07.2018	Ein	5,800	Nein	21,38	16,80	9,007	11662	8,663	11217	Eingang	-0,00036	0,0070	0,094	0,00	50,00	5	4,093	2,374	10,61	25,20	1,179	0,00091	0,0077	0,162	28.07.2018
11,74180266	48,43473038	>5	18/07/28-12:00:55	WEIZEN	27	1,341	22,40	1,000	473,85	28.07.2018	Ein	5,800	Nein	24,06	16,80	8,591	11124	8,264	10700	Eingang	-0,00044	0,0080	0,097	0,00	51,00	5	4,828	2,800	10,29	28,80	1,197	0,00092	0,0087	0,168	28.07.2018
11,74180970	48,43474123	>5	18/07/28-12:00:55	WEIZEN	28	1,304	23,50	1,000	473,90	28.07.2018	Ein	5,800	Nein	24,09	16,80	8,847	11455	8,509	11018	Eingang	-0,00026	0,0090	0,084	0,00	56,00	5	4,694	2,723	11,90	32,40	1,345	0,0010	0,0087	0,145	28.07.2018
11,74181789	48,43475197	>5	18/07/28-12:00:55	WEIZEN	29	1,324	27,40	1,000	473,93	28.07.2018	Ein	5,800	Nein	25,23	16,90	9,127	11818	8,768	11353	Eingang	1,281e-05	0,0090	0,085	0,00	54,00	5	4,766	2,765	11,72	32,40	1,284	0,00099	0,0091	0,147	28.07.2018
11,74182677	48,43476303	>5	18/07/28-12:00:55	WEIZEN	30	1,456	28,10	1,000	473,98	28.07.2018	Ein	5,800	Nein	26,14	16,90	8,599	11134	8,261	10697	Eingang	-0,00045	0,010	0,084	0,00	57,00	5	5,242	3,040	11,84	36,00	1,377	0,0011	0,0094	0,146	28.07.2018
11,74183581	48,43477421	>5	18/07/28-12:00:55	WEIZEN	31	1,437	28,20	1,000	474,03	28.07.2018	Ein	5,800	Nein	24,13	16,90	8,043	10414	7,726	10004	Eingang	-0,00025	0,010	0,083	0,00	56,00	5	5,173	3,000	12,00	36,00	1,492	0,0012	0,0087	0,144	28.07.2018
